time,control,temperature
307.808,85,76
308.008,85,76
308.208,85,76
308.4,85,76
308.608,85,76
308.8,85,76
309.008,85,76
309.2,85,76
309.408,85,76
309.608,85,76
309.808,85,75.5
310,85,75.5
310.208,85,75.5
310.4,85,75.5
310.608,85,75.5
310.8,85,74.25
311.008,85,74.25
311.2,85,74.25
311.408,85,74.25
311.6,85,74.25
311.808,85,73.25
312,85,73.25
312.208,85,73.25
312.4,85,73.25
312.608,85,73.25
312.8,85,72
313.008,85,72
313.2,85,72
313.408,85,72
313.6,85,72
313.808,85,72.5
314,85,72.5
314.208,85,72.5
314.4,85,72.5
314.608,85,72.5
314.8,85,74.25
315.008,85,74.25
315.2,85,74.25
315.408,85,74.25
315.6,85,74.25
315.808,85,75.75
316,85,75.75
316.208,85,75.75
316.4,85,75.75
316.608,85,75.75
316.8,85,78
317.008,85,78
317.2,85,78
317.408,85,78
317.6,85,78
317.808,85,81
318,85,81
318.208,85,81
318.4,85,81
318.608,85,81
318.8,85,82.25
319.008,85,82.25
319.2,85,82.25
319.408,85,82.25
319.6,85,82.25
319.808,85,83.25
320,85,83.25
320.208,85,83.25
320.4,85,83.25
320.608,85,83.25
320.8,85,84.25
321.008,85,84.25
321.2,85,84.25
321.408,85,84.25
321.6,85,84.25
321.808,85,85
322,85,85
322.208,85,85
322.4,85,85
322.608,85,85
322.8,85,83.75
323.008,85,83.75
323.2,85,83.75
323.408,85,83.75
323.6,85,83.75
323.808,85,83.75
324,85,83.5
324.208,85,83.5
324.4,85,83.5
324.608,85,83.5
