161312432.000000,0.000000,0.000000,24.250000,0.000000
161312928.000000,0.000000,0.000000,24.250000,0.000000
161313440.000000,0.000000,0.000000,24.250000,0.000000
161313936.000000,0.000000,0.000000,24.500000,0.000000
161314432.000000,0.000000,0.000000,24.500000,0.000000
161314944.000000,0.000000,0.000000,24.000000,0.000000
161315440.000000,0.000000,0.000000,24.000000,0.000000
161315936.000000,0.000000,0.000000,24.500000,0.000000
161316432.000000,0.000000,0.000000,24.500000,0.000000
161316928.000000,0.000000,0.000000,24.250000,0.000000
161317440.000000,0.000000,0.000000,24.250000,0.000000
161317936.000000,0.000000,0.000000,24.500000,0.000000
161318432.000000,0.000000,0.000000,24.500000,0.000000
161318944.000000,0.000000,0.000000,24.000000,0.000000
161319440.000000,0.000000,0.000000,24.000000,0.000000
161319936.000000,0.000000,0.000000,24.000000,0.000000
161320432.000000,0.000000,0.000000,24.000000,0.000000
161320928.000000,0.000000,0.000000,23.750000,0.000000
161321440.000000,0.000000,0.000000,23.750000,0.000000
161321936.000000,0.000000,0.000000,23.500000,0.000000
161322432.000000,0.000000,0.000000,23.500000,0.000000
161322944.000000,0.000000,0.000000,23.750000,0.000000
161323440.000000,0.000000,0.000000,23.750000,0.000000
161323936.000000,0.000000,0.000000,24.000000,0.000000
161324432.000000,0.000000,0.000000,24.000000,0.000000
161324928.000000,0.000000,0.000000,24.000000,0.000000
161325440.000000,0.000000,0.000000,24.000000,0.000000
161325936.000000,0.000000,0.000000,24.000000,0.000000
161326432.000000,0.000000,0.000000,24.000000,0.000000
161326944.000000,0.000000,0.000000,24.500000,0.000000
161327440.000000,0.000000,0.000000,24.500000,0.000000
161327936.000000,0.000000,0.000000,24.250000,0.000000
161328432.000000,0.000000,0.000000,24.250000,0.000000
161328928.000000,0.000000,0.000000,24.250000,0.000000
161329440.000000,0.000000,0.000000,24.250000,0.000000
161329936.000000,0.000000,0.000000,24.250000,0.000000
161330432.000000,0.000000,0.000000,24.250000,0.000000
161330944.000000,0.000000,0.000000,23.750000,0.000000
161331440.000000,0.000000,0.000000,23.750000,0.000000
161331936.000000,0.000000,0.000000,24.250000,0.000000
161332432.000000,0.000000,0.000000,24.250000,0.000000
161332928.000000,0.000000,0.000000,24.500000,0.000000
161333440.000000,0.000000,0.000000,24.500000,0.000000
161333936.000000,0.000000,0.000000,24.500000,0.000000
161334432.000000,0.000000,0.000000,24.500000,0.000000
161334944.000000,0.000000,0.000000,24.500000,0.000000
161335440.000000,0.000000,0.000000,24.500000,0.000000
161335936.000000,0.000000,0.000000,24.250000,0.000000
161336432.000000,0.000000,0.000000,24.250000,0.000000
161336928.000000,0.000000,0.000000,24.500000,0.000000
161337440.000000,0.000000,0.000000,24.500000,0.000000
161337936.000000,0.000000,0.000000,24.250000,0.000000
161338432.000000,0.000000,0.000000,24.250000,0.000000
161338944.000000,0.000000,0.000000,24.000000,0.000000
161339440.000000,0.000000,0.000000,24.000000,0.000000
161339936.000000,0.000000,0.000000,24.250000,0.000000
161340432.000000,0.000000,0.000000,24.250000,0.000000
161340928.000000,0.000000,0.000000,24.500000,0.000000
161341440.000000,0.000000,0.000000,24.500000,0.000000
161341936.000000,0.000000,0.000000,24.250000,0.000000
161342432.000000,0.000000,0.000000,24.250000,0.000000
161342944.000000,0.000000,0.000000,24.000000,0.000000
161343440.000000,0.000000,0.000000,24.000000,0.000000
161343936.000000,0.000000,0.000000,24.000000,0.000000
161344432.000000,0.000000,0.000000,24.000000,0.000000
161344928.000000,0.000000,0.000000,24.000000,0.000000
161345440.000000,0.000000,0.000000,24.000000,0.000000
161345936.000000,0.000000,0.000000,24.250000,0.000000
161346432.000000,0.000000,0.000000,24.250000,0.000000
161346944.000000,0.000000,0.000000,23.750000,0.000000
161347440.000000,0.000000,0.000000,23.750000,0.000000
161347936.000000,0.000000,0.000000,24.250000,0.000000
161348432.000000,0.000000,0.000000,24.250000,0.000000
161348928.000000,0.000000,0.000000,24.500000,0.000000
161349440.000000,0.000000,0.000000,24.500000,0.000000
161349936.000000,0.000000,0.000000,24.250000,0.000000
161350432.000000,0.000000,0.000000,24.250000,0.000000
161350944.000000,0.000000,0.000000,24.250000,0.000000
161351440.000000,0.000000,0.000000,24.250000,0.000000
161351936.000000,0.000000,0.000000,24.250000,0.000000
161352432.000000,0.000000,0.000000,24.250000,0.000000
161352928.000000,0.000000,0.000000,24.250000,0.000000
161353440.000000,0.000000,0.000000,24.250000,0.000000
161353936.000000,0.000000,0.000000,24.250000,0.000000
161354432.000000,0.000000,0.000000,24.500000,0.000000
161354944.000000,0.000000,0.000000,24.500000,0.000000
161355440.000000,0.000000,0.000000,24.500000,0.000000
161355936.000000,0.000000,0.000000,24.500000,0.000000
161356432.000000,0.000000,0.000000,24.250000,0.000000
161356928.000000,0.000000,0.000000,24.250000,0.000000
161357440.000000,0.000000,0.000000,24.500000,0.000000
161357936.000000,0.000000,0.000000,24.500000,0.000000
161358432.000000,0.000000,0.000000,24.250000,0.000000
161358944.000000,0.000000,0.000000,24.250000,0.000000
161359440.000000,0.000000,0.000000,24.250000,0.000000
