0x00000236737B19C0, 38160709378412984, 182020926, 182020971, 45, 1920x1080 
0x00000236737B19C0, 38160709379734856, 182021036, 182021045, 9, 1920x1080 
0x00000236737B19C0, 38160709380400144, 182021123, 182021132, 9, 1920x1080 
0x00000236737B19C0, 38160709381071776, 182021191, 182021200, 9, 1920x1080 
0x00000236737B19C0, 38160709381734088, 182021274, 182021283, 9, 1920x1080 
0x00000236737B19C0, 38160709382402072, 182021339, 182021348, 9, 1920x1080 
0x00000236737B19C0, 38160709383073408, 182021411, 182021419, 8, 1920x1080 
0x00000236737B19C0, 38160709383741032, 182021513, 182021529, 16, 1920x1080 
0x00000236737B19C0, 38160709384760688, 182021559, 182021568, 9, 1920x1080 
0x00000236737B19C0, 38160709385422696, 182021621, 182021630, 9, 1920x1080 
0x00000236737B19C0, 38160709386098536, 182021719, 182021728, 9, 1920x1080 
0x00000236737B19C0, 38160709386773112, 182021788, 182021796, 8, 1920x1080 
0x00000236737B19C0, 38160709387441600, 182021858, 182021867, 9, 1920x1080 
0x00000236737B19C0, 38160709388109752, 182021922, 182021931, 9, 1920x1080 
0x00000236737B19C0, 38160709388780544, 182021981, 182021990, 9, 1920x1080 
0x00000236737B19C0, 38160709389445224, 182022059, 182022068, 9, 1920x1080 
0x00000236737B19C0, 38160709390107624, 182022125, 182022134, 9, 1920x1080 
0x00000236737B19C0, 38160709390775256, 182022229, 182022249, 20, 1920x1080 
0x00000236737B19C0, 38160709392002416, 182022295, 182022304, 9, 1920x1080 
0x00000236737B19C0, 38160709392670896, 182022377, 182022386, 9, 1920x1080 
0x00000236737B19C0, 38160709393340880, 182022447, 182022456, 9, 1920x1080 
0x00000236737B19C0, 38160709394009144, 182022512, 182022521, 9, 1920x1080 
0x00000236737B19C0, 38160709394677216, 182022581, 182022590, 9, 1920x1080 
0x00000236737B19C0, 38160709395352904, 182022653, 182022661, 8, 1920x1080 
0x00000236737B19C0, 38160709396048992, 182022717, 182022727, 10, 1920x1080 
0x00000236737B19C0, 38160709396713504, 182022785, 182022793, 8, 1920x1080 
0x00000236737B19C0, 38160709397370640, 182022853, 182022862, 9, 1920x1080 
0x00000236737B19C0, 38160709398076640, 182022924, 182022933, 9, 1920x1080 
0x00000236737B19C0, 38160709398780296, 182022982, 182022991, 9, 1920x1080 
0x00000236737B19C0, 38160709399442592, 182023060, 182023069, 9, 1920x1080 
0x00000236737B19C0, 38160709400108696, 182023125, 182023135, 10, 1920x1080 
0x00000236737B19C0, 38160709400768416, 182023186, 182023194, 8, 1920x1080 
0x00000236737B19C0, 38160709401428896, 182023243, 182023252, 9, 1920x1080 
0x00000236737B19C0, 38160709402099648, 182023319, 182023328, 9, 1920x1080 
0x00000236737B19C0, 38160709402767848, 182023372, 182023381, 9, 1920x1080 
0x00000236737B19C0, 38160709403441568, 182023450, 182023459, 9, 1920x1080 
0x00000236737B19C0, 38160709404109240, 182023522, 182023531, 9, 1920x1080 
0x00000236737B19C0, 38160709408785088, 182023970, 182023979, 9, 1920x1080 
0x00000236737B19C0, 38160709409443832, 182024044, 182024053, 9, 1920x1080 
0x00000236737B19C0, 38160709410103976, 182024109, 182024118, 9, 1920x1080 
0x00000236737B19C0, 38160709410763056, 182024187, 182024196, 9, 1920x1080 
0x00000236737B19C0, 38160709411432104, 182024252, 182024261, 9, 1920x1080 
0x00000236737B19C0, 38160709412102368, 182024320, 182024329, 9, 1920x1080 
0x00000236737B19C0, 38160709412773064, 182024390, 182024399, 9, 1920x1080 
0x00000236737B19C0, 38160709413442960, 182024452, 182024461, 9, 1920x1080 
0x00000236737B19C0, 38160709414110536, 182024517, 182024526, 9, 1920x1080 
0x00000236737B19C0, 38160709414778912, 182024586, 182024594, 8, 1920x1080 
0x00000236737B19C0, 38160709415440768, 182024650, 182024658, 8, 1920x1080 
0x00000236737B19C0, 38160709416104160, 182024719, 182024728, 9, 1920x1080 
0x00000236737B19C0, 38160709416770688, 182024791, 182024800, 9, 1920x1080 
0x00000236737B19C0, 38160709417442512, 182024857, 182024866, 9, 1920x1080 
0x00000236737B19C0, 38160709418767136, 182024977, 182024986, 9, 1920x1080 
0x00000236737B19C0, 38160709424143784, 182025524, 182025533, 9, 1920x1080 
0x00000236737B19C0, 38160709428803792, 182025960, 182025968, 8, 1920x1080 
0x00000236737B19C0, 38160709434152312, 182026526, 182026535, 9, 1920x1080 
0x00000236737B19C0, 38160709438835120, 182026980, 182026989, 9, 1920x1080 
0x00000236737B19C0, 38160709444279640, 182027545, 182027555, 10, 1920x1080 
0x00000236737B19C0, 38160709449072024, 182028001, 182028010, 9, 1920x1080 
0x00000236737B19C0, 38160709451887568, 182028312, 182028321, 9, 1920x1080 
0x00000236737B19C0, 38160709457282040, 182028839, 182028848, 9, 1920x1080 
0x00000236737B19C0, 38160709458621928, 182028963, 182028972, 9, 1920x1080 
0x00000236737B19C0, 38160709463974240, 182029506, 182029515, 9, 1920x1080 
0x00000236737B19C0, 38160709468750704, 182029979, 182029988, 9, 1920x1080 
0x00000236737B19C0, 38160709474090696, 182030521, 182030530, 9, 1920x1080 
