time,status,kp,ki,kd,setpoint,output,temperature,error,integral,derivative
41.616,3,2,0.0025,0.5,93,112,39.75,53.25,2478.88,-1
41.903,3,2,0.0025,0.5,93,113,39.5,53.5,2505.56,1
42.238,3,2,0.0025,0.5,93,111,40,53,2518.81,-2
42.543,3,2,0.0025,0.5,93,112,40,53,2532.06,0
42.83,3,2,0.0025,0.5,93,114,39.5,53.5,2545.44,2
43.118,3,2,0.0025,0.5,93,112,39.75,53.25,2558.75,-1
43.407,3,2,0.0025,0.5,93,110,40.5,52.5,2585.06,-1
43.741,3,2,0.0025,0.5,93,110,40.75,52.25,2598.13,-1
44.045,3,2,0.0025,0.5,93,112,40.5,52.5,2611.25,1
44.333,3,2,0.0025,0.5,93,111,40.5,52.5,2624.38,0
44.62,3,2,0.0025,0.5,93,110,40.75,52.25,2637.44,-1
44.908,3,2,0.0025,0.5,93,110,41,52,2663.5,-1
45.244,3,2,0.0025,0.5,93,110,41,52,2676.5,0
45.548,3,2,0.0025,0.5,93,110,41,52,2689.5,0
45.835,3,2,0.0025,0.5,93,109,41.25,51.75,2702.44,-1
46.123,3,2,0.0025,0.5,93,111,41,52,2715.44,1
46.41,3,2,0.0025,0.5,93,107,42,51,2741.06,-2
46.746,3,2,0.0025,0.5,93,110,41.5,51.5,2753.94,2
47.05,3,2,0.0025,0.5,93,108,41.75,51.25,2766.75,-1
47.338,3,2,0.0025,0.5,93,108,42,51,2779.5,-1
47.626,3,2,0.0025,0.5,93,108,42,51,2792.25,0
47.913,3,2,0.0025,0.5,93,108,42.25,50.75,2817.69,-1
48.249,3,2,0.0025,0.5,93,108,42.25,50.75,2830.38,0
48.552,3,2,0.0025,0.5,93,108,42.25,50.75,2843.06,0
48.84,3,2,0.0025,0.5,93,109,42,51,2855.81,1
49.128,3,2,0.0025,0.5,93,106,42.75,50.25,2868.38,-3
49.416,3,2,0.0025,0.5,93,107,43,50,2893.38,0
49.751,3,2,0.0025,0.5,93,107,43,50,2905.88,0
50.055,3,2,0.0025,0.5,93,107,43,50,2918.38,0
50.343,3,2,0.0025,0.5,93,107,43,50,2930.88,0
50.631,3,2,0.0025,0.5,93,106,43.25,49.75,2943.31,-1
50.919,3,2,0.0025,0.5,93,106,43.5,49.5,2968.06,0
51.253,3,2,0.0025,0.5,93,105,43.75,49.25,2980.38,-1
51.558,3,2,0.0025,0.5,93,105,43.75,49.25,2992.69,0
51.846,3,2,0.0025,0.5,93,105,44,49,3004.94,-1
