time,status,kp,ki,kd,setpoint,output,temperature,error,integral,derivative
0.75,3,1.5,0.0025,0.5,93,97,28.25,64.75,64.625,0
1.065,3,1.5,0.0025,0.5,93,97,28.25,64.75,80.8125,0
1.352,3,1.5,0.0025,0.5,93,96,28.5,64.5,96.9375,-1
1.641,3,1.5,0.0025,0.5,93,97,28.5,64.5,113.063,0
1.928,3,1.5,0.0025,0.5,93,97,28.25,64.75,145.438,0
2.264,3,1.5,0.0025,0.5,93,98,28,65,161.688,1
2.567,3,1.5,0.0025,0.5,93,97,28.25,64.75,177.875,-1
2.855,3,1.5,0.0025,0.5,93,97,28.25,64.75,194.063,0
3.143,3,1.5,0.0025,0.5,93,97,28.25,64.75,210.25,0
3.431,3,1.5,0.0025,0.5,93,96,28.5,64.5,242.625,-2
3.766,3,1.5,0.0025,0.5,93,98,28.25,64.75,258.813,1
4.07,3,1.5,0.0025,0.5,93,97,28.25,64.75,275,0
4.357,3,1.5,0.0025,0.5,93,98,28,65,291.25,1
4.645,3,1.5,0.0025,0.5,93,97,28.25,64.75,307.438,-1
4.933,3,1.5,0.0025,0.5,93,98,28.25,64.75,339.75,1
5.269,3,1.5,0.0025,0.5,93,98,28,65,356,1
5.572,3,1.5,0.0025,0.5,93,97,28.25,64.75,372.188,-1
5.86,3,1.5,0.0025,0.5,93,97,28.5,64.5,388.313,-1
6.147,3,1.5,0.0025,0.5,93,98,28.25,64.75,404.5,1
6.436,3,1.5,0.0025,0.5,93,98,28.25,64.75,436.875,0
6.771,3,1.5,0.0025,0.5,93,98,28.25,64.75,453.063,0
7.075,3,1.5,0.0025,0.5,93,97,28.5,64.5,469.188,-1
7.362,3,1.5,0.0025,0.5,93,99,28,65,485.438,2
7.65,3,1.5,0.0025,0.5,93,96,28.75,64.25,501.5,-3
7.938,3,1.5,0.0025,0.5,93,98,28.25,64.75,533.813,1
8.274,3,1.5,0.0025,0.5,93,96,28.75,64.25,549.875,-2
8.561,3,1.5,0.0025,0.5,93,98,28.5,64.5,566,1
8.849,3,1.5,0.0025,0.5,93,98,28.5,64.5,582.125,0
9.137,3,1.5,0.0025,0.5,93,99,28.25,64.75,598.313,1
9.424,3,1.5,0.0025,0.5,93,97,28.5,64.5,630.625,-1
9.776,3,1.5,0.0025,0.5,93,99,28.25,64.75,646.813,1
10.064,3,1.5,0.0025,0.5,93,97,28.5,64.5,662.938,-1
10.351,3,1.5,0.0025,0.5,93,98,28.5,64.5,679.063,0
10.64,3,1.5,0.0025,0.5,93,98,28.5,64.5,695.188,0
10.942,3,1.5,0.0025,0.5,93,98,28.25,64.75,727.563,0
11.278,3,1.5,0.0025,0.5,93,98,28.25,64.75,743.75,0
11.566,3,1.5,0.0025,0.5,93,98,28.5,64.5,759.875,-1
11.854,3,1.5,0.0025,0.5,93,98,28.5,64.5,776,0
12.141,3,1.5,0.0025,0.5,93,98,28.5,64.5,792.125,0
12.428,3,1.5,0.0025,0.5,93,97,28.75,64.25,824.313,-1
12.78,3,1.5,0.0025,0.5,93,99,28.5,64.5,840.438,1
13.084,3,1.5,0.0025,0.5,93,98,28.5,64.5,856.563,0
13.372,3,1.5,0.0025,0.5,93,100,28,65,872.813,2
13.659,3,1.5,0.0025,0.5,93,97,28.5,64.5,888.938,-2
13.947,3,1.5,0.0025,0.5,93,99,28.25,64.75,921.25,1
14.283,3,1.5,0.0025,0.5,93,97,28.75,64.25,937.313,-2
14.571,3,1.5,0.0025,0.5,93,98,28.75,64.25,953.375,0
14.858,3,1.5,0.0025,0.5,93,98,28.75,64.25,969.438,0
15.147,3,1.5,0.0025,0.5,93,99,28.5,64.5,985.563,1
15.434,3,1.5,0.0025,0.5,93,100,28.25,64.75,1017.81,2
15.786,3,1.5,0.0025,0.5,93,98,28.5,64.5,1033.94,-1
16.073,3,1.5,0.0025,0.5,93,98,28.75,64.25,1050,-1
16.36,3,1.5,0.0025,0.5,93,99,28.75,64.25,1066.06,0
16.649,3,1.5,0.0025,0.5,93,99,28.75,64.25,1082.13,0
16.936,3,1.5,0.0025,0.5,93,97,29.25,63.75,1114.13,-2
17.272,3,1.5,0.0025,0.5,93,101,28.5,64.5,1130.25,3
17.576,3,1.5,0.0025,0.5,93,96,29.25,63.75,1146.19,-3
17.864,3,1.5,0.0025,0.5,93,98,29.25,63.75,1162.13,0
18.151,3,1.5,0.0025,0.5,93,99,29,64,1178.13,1
18.439,3,1.5,0.0025,0.5,93,98,29.25,63.75,1210.06,-1
18.774,3,1.5,0.0025,0.5,93,98,29.25,63.75,1226,0
19.078,3,1.5,0.0025,0.5,93,98,29.25,63.75,1241.94,0
19.366,3,1.5,0.0025,0.5,93,99,29,64,1257.94,1
19.654,3,1.5,0.0025,0.5,93,98,29.25,63.75,1273.88,-1
19.942,3,1.5,0.0025,0.5,93,98,29.25,63.75,1305.75,0
20.277,3,1.5,0.0025,0.5,93,98,29.5,63.5,1321.63,-1
20.58,3,1.5,0.0025,0.5,93,99,29.25,63.75,1337.56,1
20.869,3,1.5,0.0025,0.5,93,99,29.25,63.75,1353.5,0
21.156,3,1.5,0.0025,0.5,93,97,29.75,63.25,1369.31,-2
21.443,3,1.5,0.0025,0.5,93,98,29.5,63.5,1401.06,0
21.796,3,1.5,0.0025,0.5,93,98,29.5,63.5,1416.94,0
22.084,3,1.5,0.0025,0.5,93,97,29.75,63.25,1432.75,-1
22.371,3,1.5,0.0025,0.5,93,98,29.75,63.25,1448.56,0
22.659,3,1.5,0.0025,0.5,93,98,29.75,63.25,1464.38,0
22.947,3,1.5,0.0025,0.5,93,97,29.75,63.25,1496.13,-2
23.299,3,1.5,0.0025,0.5,93,98,29.75,63.25,1511.94,0
23.601,3,1.5,0.0025,0.5,93,99,29.5,63.5,1527.81,1
23.889,3,1.5,0.0025,0.5,93,97,30,63,1543.56,-2
24.178,3,1.5,0.0025,0.5,93,98,30,63,1559.31,0
24.481,3,1.5,0.0025,0.5,93,98,30.25,62.75,1590.69,0
24.816,3,1.5,0.0025,0.5,93,99,30,63,1606.44,1
25.104,3,1.5,0.0025,0.5,93,98,30,63,1622.19,0
25.392,3,1.5,0.0025,0.5,93,97,30.25,62.75,1637.88,-1
25.68,3,1.5,0.0025,0.5,93,98,30.25,62.75,1653.56,0
25.983,3,1.5,0.0025,0.5,93,98,30.25,62.75,1684.88,1
26.319,3,1.5,0.0025,0.5,93,98,30.25,62.75,1700.56,0
26.606,3,1.5,0.0025,0.5,93,97,30.5,62.5,1716.19,-1
26.894,3,1.5,0.0025,0.5,93,98,30.25,62.75,1731.88,1
27.183,3,1.5,0.0025,0.5,93,98,30.25,62.75,1747.56,0
27.486,3,1.5,0.0025,0.5,93,99,30.25,62.75,1778.88,1
27.822,3,1.5,0.0025,0.5,93,96,30.75,62.25,1794.44,-2
28.125,3,1.5,0.0025,0.5,93,98,30.5,62.5,1810.06,1
28.412,3,1.5,0.0025,0.5,93,97,30.75,62.25,1825.63,-1
28.701,3,1.5,0.0025,0.5,93,95,31.25,61.75,1856.75,-4
29.052,3,1.5,0.0025,0.5,93,99,30.75,62.25,1872.31,2
29.34,3,1.5,0.0025,0.5,93,97,31,62,1887.81,-1
29.643,3,1.5,0.0025,0.5,93,98,30.75,62.25,1903.38,1
29.93,3,1.5,0.0025,0.5,93,96,31.25,61.75,1918.81,-2
30.219,3,1.5,0.0025,0.5,93,98,30.75,62.25,1949.94,0
30.555,3,1.5,0.0025,0.5,93,95,31.5,61.5,1965.31,-3
30.842,3,1.5,0.0025,0.5,93,98,31.25,61.75,1980.75,1
31.13,3,1.5,0.0025,0.5,93,97,31.25,61.75,1996.19,0
31.417,3,1.5,0.0025,0.5,93,95,31.75,61.25,2011.5,-2
31.705,3,1.5,0.0025,0.5,93,97,31.5,61.5,2042.25,0
32.057,3,1.5,0.0025,0.5,93,96,31.75,61.25,2057.56,-1
32.345,3,1.5,0.0025,0.5,93,97,31.5,61.5,2072.94,1
32.632,3,1.5,0.0025,0.5,93,98,31.25,61.75,2088.38,1
32.919,3,1.5,0.0025,0.5,93,97,31.25,61.75,2103.81,0
33.208,3,1.5,0.0025,0.5,93,96,31.75,61.25,2134.5,-1
33.543,3,1.5,0.0025,0.5,93,98,31.5,61.5,2149.88,1
33.847,3,1.5,0.0025,0.5,93,95,32.25,60.75,2165.06,-3
34.135,3,1.5,0.0025,0.5,93,98,31.75,61.25,2180.38,2
34.439,3,1.5,0.0025,0.5,93,97,31.75,61.25,2195.69,0
34.742,3,1.5,0.0025,0.5,93,95,32.5,60.5,2226,-1
35.077,3,1.5,0.0025,0.5,93,96,32.5,60.5,2241.13,0
35.365,3,1.5,0.0025,0.5,93,96,32.5,60.5,2256.25,0
35.654,3,1.5,0.0025,0.5,93,95,32.75,60.25,2271.31,-1
35.957,3,1.5,0.0025,0.5,93,96,32.75,60.25,2301.44,0
36.308,3,1.5,0.0025,0.5,93,95,33,60,2316.44,-1
36.612,3,1.5,0.0025,0.5,93,96,32.75,60.25,2331.5,1
36.899,3,1.5,0.0025,0.5,93,97,32.5,60.5,2346.63,1
37.188,3,1.5,0.0025,0.5,93,94,33,60,2361.63,-2
37.475,3,1.5,0.0025,0.5,93,94,33.25,59.75,2391.63,-2
37.811,3,1.5,0.0025,0.5,93,97,32.75,60.25,2406.69,2
38.115,3,1.5,0.0025,0.5,93,94,33.25,59.75,2421.63,-2
38.419,3,1.5,0.0025,0.5,93,94,33.5,59.5,2436.5,-1
38.722,3,1.5,0.0025,0.5,93,94,33.5,59.5,2466.31,-1
39.057,3,1.5,0.0025,0.5,93,94,33.75,59.25,2481.13,-1
39.362,3,1.5,0.0025,0.5,93,95,33.5,59.5,2496,1
39.665,3,1.5,0.0025,0.5,93,95,33.5,59.5,2510.88,0
39.969,3,1.5,0.0025,0.5,93,95,33.75,59.25,2540.5,0
40.304,3,1.5,0.0025,0.5,93,96,33.5,59.5,2555.38,1
40.609,3,1.5,0.0025,0.5,93,94,33.75,59.25,2570.19,-1
40.911,3,1.5,0.0025,0.5,93,94,34,59,2584.94,-1
41.199,3,1.5,0.0025,0.5,93,94,34.25,58.75,2599.63,-1
41.487,3,1.5,0.0025,0.5,93,94,34.25,58.75,2629,0
41.807,3,1.5,0.0025,0.5,93,95,34,59,2643.75,1
42.112,3,1.5,0.0025,0.5,93,93,34.5,58.5,2658.38,-2
42.414,3,1.5,0.0025,0.5,93,94,34.5,58.5,2673,0
42.702,3,1.5,0.0025,0.5,93,94,34.5,58.5,2687.63,0
42.99,3,1.5,0.0025,0.5,93,94,34.75,58.25,2716.75,0
43.341,3,1.5,0.0025,0.5,93,94,34.75,58.25,2731.31,0
43.629,3,1.5,0.0025,0.5,93,93,35,58,2745.81,-1
43.933,3,1.5,0.0025,0.5,93,93,35,58,2760.31,0
44.22,3,1.5,0.0025,0.5,93,92,35.25,57.75,2789.31,-2
44.573,3,1.5,0.0025,0.5,93,93,35.25,57.75,2803.75,0
44.876,3,1.5,0.0025,0.5,93,93,35.25,57.75,2818.19,0
45.163,3,1.5,0.0025,0.5,93,92,35.5,57.5,2832.56,-1
