=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.05.04 14:54:43 =~=~=~=~=~=~=~=~=~=~=~=
4714,1,1,34.22,34.22,34.22,34.22,1,19.50
5715,2,1,34.19,34.19,34.19,34.19,1,19.50
6715,2,1,34.16,34.16,34.16,34.16,1,19.50
7716,2,1,34.13,34.13,34.13,34.13,1,19.25
8716,2,1,34.13,34.13,34.13,34.13,1,19.75
9717,2,1,34.13,34.13,34.13,34.13,1,19.50
10717,3,1,34.09,34.09,34.09,34.09,1,19.75
11718,3,1,34.09,34.09,34.09,34.09,1,19.25
12718,3,1,34.06,34.06,34.06,34.06,1,19.00
13719,3,1,34.03,34.04,34.03,34.06,1,19.25
14721,3,1,34.03,34.03,34.03,34.03,1,19.25
15722,4,1,34.00,34.00,34.00,34.00,1,19.50
16723,4,1,33.97,33.97,33.97,33.97,1,19.75
17723,4,1,33.97,33.97,33.97,33.97,1,19.75
18724,4,1,33.97,33.97,33.97,33.97,1,19.75
19724,4,1,33.94,33.94,33.94,33.94,1,20.00
20725,5,1,33.91,33.91,33.91,33.91,1,19.75
21725,5,1,33.91,33.91,33.91,33.91,1,19.50
22726,5,1,33.91,33.91,33.91,33.91,1,20.00
23726,5,1,33.88,33.88,33.88,33.88,1,20.00
24727,5,1,33.88,33.88,33.88,33.88,1,20.00
25729,6,1,33.84,33.84,33.84,33.84,1,19.25
26730,6,1,33.84,33.84,33.84,33.84,1,19.75
27731,6,1,33.81,33.81,33.81,33.81,1,20.00
28731,6,1,33.81,33.81,33.81,33.81,1,19.50
29732,6,1,33.78,33.77,33.75,33.78,1,19.25
30732,7,1,33.75,33.75,33.75,33.75,1,19.50
31733,7,1,33.78,33.78,33.78,33.78,1,20.25
32733,7,1,33.75,33.75,33.75,33.75,1,19.75
33734,7,1,33.72,33.72,33.72,33.72,1,19.75
34734,7,1,33.69,33.70,33.69,33.72,1,19.75
35735,8,1,33.72,33.72,33.72,33.72,1,19.75
36737,8,1,33.69,33.69,33.69,33.69,1,19.50
37738,8,1,33.66,33.66,33.66,33.66,1,20.00
38739,8,1,33.66,33.66,33.66,33.66,1,20.00
39739,8,1,33.66,33.65,33.63,33.66,1,20.00
40740,9,1,33.66,33.66,33.66,33.66,1,20.00
41740,9,1,33.63,33.63,33.63,33.63,1,19.50
42741,9,1,33.66,33.66,33.66,33.66,1,19.75
43741,9,1,33.63,33.63,33.63,33.63,1,20.00
44742,9,1,33.63,33.63,33.63,33.63,1,20.00
45742,10,1,33.63,33.63,33.63,33.63,1,19.50
46743,10,1,33.59,33.59,33.59,33.59,1,19.50
47745,10,1,33.59,33.59,33.59,33.59,1,20.00
48746,10,1,33.59,33.59,33.59,33.59,1,20.00
49747,10,1,33.59,33.59,33.59,33.59,1,19.50
50747,11,1,33.59,33.59,33.59,33.59,1,20.00
51748,11,1,33.56,33.56,33.56,33.56,1,19.75
52748,11,1,33.56,33.56,33.56,33.56,1,20.00
53749,11,1,33.56,33.56,33.56,33.56,1,20.00
54749,11,1,33.56,33.56,33.56,33.56,1,19.50
55750,12,1,33.56,33.56,33.56,33.56,1,20.00
56750,12,1,33.56,33.56,33.56,33.56,1,19.75
57751,12,1,33.56,33.56,33.56,33.56,1,19.50
