36.2500,33.1562
37.0000,33.1562
34.7500,33.1250
39.2500,33.1250
38.5000,33.1250
34.5000,33.1250
36.7500,33.1250
36.2500,33.1250
39.2500,33.1250
39.5000,33.1250
41.2500,33.0937
41.5000,33.1250
41.7500,33.0937
41.0000,33.1250
41.5000,33.0937
41.2500,33.1250
41.0000,33.1250
39.7500,33.1562
39.5000,33.1562
37.5000,33.1875
37.5000,33.2187
35.7500,33.2812
36.2500,33.3437
34.2500,33.4062
34.5000,33.5000
34.2500,33.5937
34.5000,33.7187
34.5000,33.8437
33.5000,33.9687
33.2500,34.1250
33.5000,34.2812
33.2500,34.4375
34.5000,34.6250
33.5000,34.8437
36.2500,35.0312
36.2500,35.2812
36.2500,35.5000
36.0000,35.7500
36.5000,36.0000
39.5000,36.2812
39.7500,36.5312
41.7500,36.8437
41.2500,37.1250
41.7500,37.4375
41.5000,37.7500
39.2500,38.0937
38.5000,38.4375
37.7500,38.7812
37.2500,39.1250
36.7500,39.5000
33.5000,39.8750
33.7500,40.2500
33.7500,40.6250
33.2500,41.0312
34.5000,41.4375
34.7500,41.8437
36.5000,42.2187
36.2500,42.6875
35.0000,43.0937
34.5000,43.5312
34.2500,43.9687
35.2500,44.4375
34.0000,44.8750
35.0000,45.3437
34.5000,45.7812
36.0000,46.2500
35.0000,46.7500
36.5000,47.2187
35.2500,47.7187
34.5000,48.2187
33.5000,48.6875
33.2500,49.1562
33.7500,49.6875
33.7500,50.1562
33.7500,50.6875
33.5000,51.1875
34.0000,51.7187
33.5000,52.2500
35.0000,52.7500
34.0000,53.2812
33.7500,53.7812
33.2500,54.3437
33.2500,54.8750
34.0000,55.4062
34.0000,55.9375
35.7500,56.4687
35.2500,57.0000
37.7500,57.5625
38.0000,58.0937
40.2500,58.6562
39.5000,59.2187
39.2500,59.7500
39.0000,60.3125
38.7500,60.8750
40.7500,61.4062
40.2500,61.9687
41.5000,62.5312
41.0000,63.0625
41.7500,63.6562
40.7500,64.1875
42.0000,64.7813
41.5000,65.3125
40.0000,65.8750
38.5000,66.4688
36.7500,67.0000
37.7500,67.5625
35.7500,68.1250
36.2500,68.6875
34.2500,69.2500
34.7500,69.7813
33.7500,70.3750
